Sample,Island,Fish_Taxonomy,Host species,Trophic guild ,Tissue,Eukaryota_Alveolinidae,Eukaryota_Anomalinidae,Eukaryota_Aulacanthidae,Eukaryota_Aulacodiscaceae,Eukaryota_Bacillariaceae,Eukaryota_Bathysiphonidae,Eukaryota_Berkeleyaceae,Eukaryota_Bodonidae,Eukaryota_Bolivinitidae,Eukaryota_Buliminoididae,Eukaryota_Ceratocystidaceae,Eukaryota_Chaetocerotaceae,Eukaryota_Chilostomellidae,Eukaryota_Chordariaceae,Eukaryota_Cibicididae,Eukaryota_Condylostomatidae,Eukaryota_Coscinodiscaceae,Eukaryota_Cryptosporidiidae,Eukaryota_Cymatosiraceae,Eukaryota_Cymbaloporidae,Eukaryota_Cymbellaceae,Eukaryota_Desmarestiaceae,Eukaryota_Dictyotaceae,Eukaryota_Didymellaceae,Eukaryota_Dinophysiaceae,Eukaryota_Dorataspididae,Eukaryota_Eimeriidae,Eukaryota_Elphidiidae,Eukaryota_Enterocytozoonidae,Eukaryota_Euplotidae,Eukaryota_Fragilariaceae,Eukaryota_Gigartinaceae,Eukaryota_Glabratellidae,Eukaryota_Globigerinidae,Eukaryota_Globorotaliidae,Eukaryota_Glugeidae,Eukaryota_Goniodomataceae,Eukaryota_Gonyaulacaceae,Eukaryota_Gymnodiniaceae,Eukaryota_Hauerinidae,Eukaryota_Hemiaulaceae,Eukaryota_Hemidiscaceae,Eukaryota_Heterocapsaceae,Eukaryota_Hyalodiscaceae,Eukaryota_Hypotrichomonadidae,Eukaryota_Ichthyobodonidae,Eukaryota_Lithodesmiaceae,Eukaryota_Malasseziaceae,Eukaryota_Mastogloiaceae,Eukaryota_Mesodiniidae,Eukaryota_Mikrocytiidae,Eukaryota_Miliolidae,Eukaryota_Naviculaceae,Eukaryota_Neidiaceae,Eukaryota_Nummulitidae,Eukaryota_Odontellaceae,Eukaryota_Omphalotaceae,Eukaryota_Oodiniaceae,Eukaryota_Ostreopsidaceae,Eukaryota_Paraliaceae,Eukaryota_Peridiniaceae,Eukaryota_Pfiesteriaceae,Eukaryota_Phaeocystaceae,Eukaryota_Philasteridae,Eukaryota_Phyllostauridae,Eukaryota_Pinnulariaceae,Eukaryota_Planorbulinidae,Eukaryota_Pleurosigmataceae,Eukaryota_Protoceratiaceae,Eukaryota_Protoperidiniaceae,Eukaryota_Rhizosoleniaceae,Eukaryota_Rosalinidae,Eukaryota_Rotaliidae,Eukaryota_Sargassaceae,Eukaryota_Scytomonadidae,Eukaryota_Sellaphoraceae,Eukaryota_Simplicimonadidae,Eukaryota_Skeletonemataceae,Eukaryota_Soritidae,Eukaryota_Sphacelariaceae,Eukaryota_Sporidesmiaceae,Eukaryota_Spraguidae,Eukaryota_Staurosiraceae,Eukaryota_Stictocyclaceae,Eukaryota_Striatellaceae,Eukaryota_Suessiaceae,Eukaryota_Surirellaceae,Eukaryota_Symbiodiniaceae,Eukaryota_Syndiniaceae,Eukaryota_Tetramicriidae,Eukaryota_Thalassiosiraceae,Eukaryota_Thoracosphaeraceae,Eukaryota_Toxariaceae,Eukaryota_Triceratiaceae,Eukaryota_Trichodinidae,Eukaryota_Trypanosomatidae,Eukaryota_Ulnariaceae,Eukaryota_Unikaryonidae,Eukaryota_Vahlkampfiidae,Eukaryota_Vorticellidae,Eukaryota_Zoothamniidae
RF31_results.ccm.csv,Orpheus,Gobiidae,Gobiodon quinquestrigatus,Sessile invertivore,Whole,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.62,0,0,0,0,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.64,0,0,0,0,0,0
RF32_results.ccm.csv,Orpheus,Gobiidae,Gobiodon unicolour,Sessile invertivore,Whole,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RF38_results.ccm.csv,Orpheus,Gobiidae,Istigobius cf. nigrocellatus,Herbivore/detritivore,Whole,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.86,0,0,0.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RF39_results.ccm.csv,Orpheus,Gobiidae,Istigobius decoratus,Herbivore/detritivore,Whole,0.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.31,0,0,0.43,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RF40_results.ccm.csv,Orpheus,Gobiidae,Istigobius goldmani,Herbivore/detritivore,Whole,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LI25_results.ccm.csv,Lizard,Gobiidae,Istigobius nigroocellatus,Herbivore/detritivore,Whole,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.82,0,0,0,2.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LI65_results.ccm.csv,Lizard,Gobiidae,Istigobius rigilius,Omnivore,Whole,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0.77,0,0,0.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.91,0,0,0.49,2.1,0.36,0.43,0.64,0,0,0,0.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RF43_results.ccm.csv,Orpheus,Gobiidae,Istigobius rigilius,Omnivore,Whole,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RF45_results.ccm.csv,Orpheus,Gobiidae,Luposicya lupus,Mobile invertivore,Whole,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LI14_results.ccm.csv,Lizard,Gobiidae,Pleurosicya sp,Omnivore,Whole,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23,0,0,0,0,0,0
RF50_results.ccm.csv,Orpheus,Gobiidae,Pleurosicya sp.,Omnivore,Whole,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LI31_results.ccm.csv,Lizard,Gobiidae,Signigobius biocellatus,Mobile invertivore,Whole,0,0,0,0,0,0,0.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.68,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RF58_results.ccm.csv,Orpheus,Gobiidae,Trimma fangi,Omnivore,Whole,0,0,0.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RF61_results.ccm.csv,Orpheus,Gobiidae,Trimma striatum,Omnivore,Whole,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31,0,0.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LI1_results.ccm.csv,Lizard,Apogonidae,Apogon cyanosoma,Planktivore,Whole,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.51,0,0,0,0,0,0.47,0.61,0,0,0,0,0
RF26_results.ccm.csv,Orpheus,Apogonidae,Fowleria vaiulae,Mobile invertivore,Whole,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0,0,0,0,0,0.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LI3_results.ccm.csv,Lizard,Apogonidae,Neamia octospina,Mobile invertivore,Whole,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43,0,0,0,0,0,0
LI75_results.ccm.csv,Lizard,Apogonidae,Nectamia fusca,Planktivore,Whole,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0
RF15_results.ccm.csv,Orpheus,Labridae,Cheilinus fasciatus,Mobile invertivore,Liver/Gills,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RF36_results.ccm.csv,Orpheus,Labridae,Halichoeres marginatus,Mobile invertivore,Liver/Gills,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RF37_results.ccm.csv,Orpheus,Labridae,Halichoeres melanurus,Mobile invertivore,Liver/Gills,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.03,0,0,0,0,0,0,0,0,0,0,0,0,0
LI36_results.ccm.csv,Lizard,Labridae,Halichores melanurus,Mobile invertivore,Liver/Gills,0,0,0,0,0.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LI34_results.ccm.csv,Lizard,Labridae,Scarus psittacus,Herbivore/detritivore,Liver/Gills,0,0,0,0,0,0,0,0,0.68,0,0,0,0,0,0,0,0,0,0,0,1.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LI35_results.ccm.csv,Lizard,Labridae,Stethojulis strigiventer,Mobile invertivore,Liver/Gills,0,0,0,0,0,0,1,0,0,1.32,0,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RF1_results.ccm.csv,Orpheus,Pomacentridae,Abudefduf bengalensis,Planktivore,Liver/Gills,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LI46_results.ccm.csv,Lizard,Pomacentridae,Centropyge bicolor,Herbivore/detritivore,Liver/Gills,0,0,0,0,0,0,0,0,0,0,0,0,0,0.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.96,0,0,0,0,0,0,0,0,0.81,0,0,0,0
LI26_results.ccm.csv,Lizard,Pomacentridae,Chromis atripectoralis,Planktivore,Liver/Gills,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.88,0,1.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23,0,0,0,0,0,0,0,0,0,0.39,0,0,1.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.35,0,0,0,0,0,0,0,0,0,0,0,0,0
LI70_results.ccm.csv,Lizard,Pomacentridae,Chromis ternatensis,Planktivore,Liver/Gills,0,0,4.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.63,0,0,1.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38,0,0,0,0,0,1.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.53,0,0,0,0,0,0.91,0,0,0,0,0,0,0,0,0
LI64_results.ccm.csv,Lizard,Pomacentridae,Chromis viridis,Planktivore,Liver/Gills,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LI71_results.ccm.csv,Lizard,Pomacentridae,Chrysiptera rollandi,Planktivore,Liver/Gills,0,0,0,0,0,0,0,0,0,0,0,1.1,0,0,0,0,0,0,0.29,0,0,0,0,0,0,0,0,0,0,0,0.94,0,0,0.91,0,0,0,0.46,0,0,0.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.67,0.49,2.35,0.77,0,0,0,0,0,0,0,0.93,0,0,0,0,0,0,0,1.67,0,0,0,0,0,0,0,0,0,0,0,0,0
LI72_results.ccm.csv,Lizard,Pomacentridae,Dascyllus reticulatus,Planktivore,Liver/Gills,0,0,3.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.96,0,0,0.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.71,0,1.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.32,0,0,0,0,0,0,0,0,0,0,0,0,0
RF46_results.ccm.csv,Orpheus,Pomacentridae,Neopomacentrus bankieri,Planktivore,Liver/Gills,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.59,0,0,0,0,0,0,0,0,0,0
LI12_results.ccm.csv,Lizard,Pomacentridae,Pomacentrus adelus,Omnivore,Liver/Gills,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.68,0,0,0,0,0,0,0,0,0,0,0,0,0
RF51_results.ccm.csv,Orpheus,Pomacentridae,Pomacentrus adelus,Omnivore,Liver/Gills,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LI10_results.ccm.csv,Lizard,Pomacentridae,Pomacentrus amboinensis,Omnivore,Liver/Gills,0,0,7.46,0,0.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.21,0,0,0,1.27,0,0,0,0,0,0,0,0,0,0,0,0,0
LI63_results.ccm.csv,Lizard,Pomacentridae,Pomacentrus brachialis,Planktivore,Liver/Gills,0,0,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52,0,0,0,0,0,4.89,0,0.76,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.87,0,0,0.69,0,0,0,0,0,2.37,0,0,0,0,0,0,0,0,2,0,0.38,0,0,0,0,0,1.53,0,0,0,0.47,0,0,0,0,0,0,0,0,0
LI62_results.ccm.csv,Lizard,Pomacentridae,Pomacentrus moluccensis,Omnivore,Liver/Gills,0,0,0,0.8,0.73,0,0,0,0.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38,0,0,0,0,1.5,1.41,0,1.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35,0,0,0,0,0.91,0,1.58,0,0,0.69,0,0,0,0,1.67,0,0,0.68,0,0,0,0,0,2.34,0,0,0.71,3.66,0,0,0,9.71,0,0,0,0,0,0,0,0,0,0,0,0,0
RF53_results.ccm.csv,Orpheus,Pomacentridae,Pomacentrus moluccensis,Omnivore,Liver/Gills,0,0,2.59,0,0,0,0,0,0,0,0,0,0,0,0,0,1.14,0,0,0,0.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35,0,0,0,0.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.82,0,0,1.47,0.98,0,0.52,0.47,0,0,0,0.51,0,0,0,0.29,0
RF12_results.ccm.csv,Orpheus,Serranidae,Cephalopholis boenak,Generalized carnivore,Liver/Gills,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.59,0,0.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RF14_results.ccm.csv,Orpheus,Chaetodontidae,Chaetodon aureofaciatus,Sessile invertivore,Liver/Gills,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.82,0,0,0,0,0,0,0,0,0,0,0,0,0
LI21_results.ccm.csv,Lizard,Chaetodontidae,Chaetodon baronessa,Sessile invertivore,Liver/Gills,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.59,0,0,0,0,0,0,0,0,0,0,0,0,0
LI22_results.ccm.csv,Lizard,Chaetodontidae,Chaetodon lunulatus ,Sessile invertivore,Liver/Gills,0,0,0,0,0,0,0,0,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.34,0,0,0,0,0,0,0,0,0,0,0,0,0
LI60_results.ccm.csv,Lizard,Chaetodontidae,Chelmon rostratus,Mobile invertivore,Liver/Gills,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.58,0,0,0,0,0,0,0,0,0,0,0,0,0
LI50_results.ccm.csv,Lizard,Serranidae,Diploprion bifasciatum,Generalized carnivore,Liver/Gills,0,0,0,0,0,0,0,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
LI16_results.ccm.csv,Lizard,Serranidae,Epinephelus sp,Generalized carnivore,Liver/Gills,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LI23_results.ccm.csv,Lizard,Serranidae,Pseudogramma polyacanthus,Generalized carnivore,Liver/Gills,0,0,0,0,0,0,0,0,0,0,0.69,0,0,0,0,0,0,0,0,0,0.9,0,0,0.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
